"UID","SITE_ID","UNIQUE_ID","DSGN_CYCLE","WGT_TP","LAT_DD83","LON_DD83","LAT_ANALYS","LON_ANALYS","XCOORD","YCOORD","AG_ECO3","AG_ECO9","COAST_REG","EPA_REG","FED_NONFED","HYD_CLS","MAJ_BAS_NM","MISS_BASIN","NEP_NAT","NWCA_ECO4","NWCA_ECO5","OWN_NARS","PNWCA_ECO4","PNWCA_ECO5","PNWCA_WETCLS_GRP","PNWCA_RPT_UNIT","PSTL_CODE","RPTGRP_10","RPTGRP_12","RPT_UNIT","RPT_UNIT_5","RPT_UNIT_6","RPT_UNIT20","WETCLS_EVL","WETCLS_GRP","WETCLS_HGM","WETCLS_HGM2","WETCLS_ALT","NWCA_ECO4_HYD","NWCA_ECO5_HYD","VISIT_NO","MICX_DETECT","MICX_EPA_COND","NTL_COND","PTL_COND","STRESS_HEAVYMETAL","STRESS_NONNATIVE","STRESS_PALT_SUM","STRESS_SOHARD","STRESS_SOMODF","STRESS_VEGREP","STRESS_VEGRMV","STRESS_WADSUB","STRESS_WOBSTR","VEGCOND_2016","SW_SAMPLEABLE","CHEM_NOT_COLLECTED","MICX_NOT_COLLECTED","WCHL_NOT_COLLECTED"
197750,"NWCA16-6047","NWC_KY-10081",2016,"22677.0880729608","37.2486534482019","-86.9594306165255","37.2485","-86.95889","793173.502493486","9588.77929789014","PLNLOW","TPL","Not Coast","Region_04","Non-Federal","INLAND","Ohio-Tennessee Region","MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","KY","IPL-PRLW","IPL-PRLW","TPL","PLN","PLN","TPL-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","Low","Low","High","Moderate","Moderate","Moderate","Low","Moderate","Low","Good","Y",NA,NA,NA
197890,"NWCA16-6038","NWC_KY-10072",2016,"43539.8809467193","37.0283149236315","-83.9904894261504","37.02818","-83.99052","1055549.59606665","13927.3070699023","EHIGH","SAP","Not Coast","Region_04","Non-Federal","INLAND","Ohio-Tennessee Region","MISSISSIPPI_BASIN","Not_NEP","EMU","EMU","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","KY","EMU-PRLW","EMU-PRLW","SAP","EMU","EMU","SAP-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","Low","Moderate","Low","Low","Low","Low","Low","Low","Low","Fair","Y",NA,NA,NA
197990,"NWCA16-6068","NWC_KY-10102",2016,"18982.849435258","37.4336053022003","-87.4569099367823","37.4336624145508","-87.45703125","747787.560305139","26193.375390606","PLNLOW","TPL","Not Coast","Region_04","Non-Federal","INLAND","Ohio-Tennessee Region","MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","KY","IPL-PRLW","IPL-PRLW","TPL","PLN","PLN","TPL-W","PFO","PRLW","FLATS","FLATS","HGM_NOT_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Moderate","Moderate","Moderate","Low","Moderate","Low","Moderate","Low","Fair","N","Y","Y","Y"
198040,"NWCA16-1697","NWC_FL-10102",2016,"92631.0494406773","30.7176403758736","-81.5269187650399","30.7177","-81.52736","1377478.34280086","-652616.6490883","PLNLOW","CPL","South East Coast Region","Region_04","Non-Federal","TIDAL","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","FL","ALL-EH","ALL-EH","GFC","TDL","TDL","GFC-H","E2EM","EH","TIDAL","TIDAL","HGM_NOT_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Not Detected","At or Below Benchmark","Good","Good","Low","Low","Low","Low","Low","Low","Low","Low","Low","Good","Y",NA,NA,NA
198150,"NWCA16-1710","NWC_FL-10225",2016,"15064.3770921051","28.7788385340064","-82.6554718797444","28.77857","-82.6553","1300899.25879264","-881246.484790144","PLNLOW","CPL","Gulf Coast Region","Region_04","Federal","TIDAL","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","FWS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","FL","ALL-EW","ALL-EW","GFC","TDL","TDL","GFC-W","E2SS","EW","TIDAL","TIDAL","HGM_NOT_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Not Detected","At or Below Benchmark","Good","Good","Low","High","Moderate","Low","Moderate","Low","Low","Low","Low","Poor","Y",NA,NA,NA
198160,"NWCA16-4344","NWC_SD-10090",2016,"203.458297633292","44.2828597437428","-103.798468216747","44.282844","-103.798993","-619933.738678355","784518.39496524","WMTNS","WMT","Not Coast","Region_08","Non-Federal","INLAND","Missouri Region","MISSISSIPPI_BASIN","Not_NEP","W","WMT","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","SD","W-PRLH","WMT-PRLH","WVM","WST","WVM","WVM-H","PEM","PRLH","RIVERINE","RIVERINE","HGM_NOT_ALTERED","W-INLAND","WMT-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","Low","Moderate","High","Moderate","Moderate","Low","Moderate","Moderate","Moderate","Poor","Y",NA,NA,NA
198300,"NWCA16-4329","NWC_SD-10075",2016,"172211.571097483","44.8069622845999","-102.290927396853","44.80721","-102.29107","-496427.165836678","833885.797302809","PLNLOW","NPL","Not Coast","Region_08","Non-Federal","INLAND","Missouri Region","MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","SD","IPL-PRLW","IPL-PRLW","GPL","PLN","PLN","GPL-W","PSS","PRLW","DEPRESSION","DEPRESSION_ALT","HGM_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Detected","At or Below Benchmark","Fair","Fair","Low","High","High","Moderate","Low","Low","Low","Moderate","Moderate","Poor","Y",NA,NA,NA
198310,"NWCA16-4867","NWC_WA-10091",2016,"1153.73582538707","46.681217513762","-123.898469687053","46.681487","-123.898594","-2111378.23924023","1337769.18707059","WMTNS","WMT","Pacific Coast Region","Region_10","Non-Federal","TIDAL","Pacific Northwest Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","WMT","Non-Federal","W","WMT","EH","PAC","WA","ALL-EH","ALL-EH","PAC","TDL","TDL","PAC-H","E2EM","EH","TIDAL","TIDAL","HGM_NOT_ALTERED","W-TIDAL","WMT-TIDAL","1","Not Detected","At or Below Benchmark","Good","Good","Low","Moderate","High","Low","Moderate","Low","Moderate","Moderate","Low","Poor","Y",NA,NA,NA
198320,"NWCA16-1774","NWC_FL-10289",2016,"15064.3770921051","28.7847588051239","-82.6647993920432","28.78427","-82.66467","1299904.31824436","-880725.482185812","PLNLOW","CPL","Gulf Coast Region","Region_04","Federal","TIDAL","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","FWS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","FL","ALL-EH","ALL-EH","GFC","TDL","TDL","GFC-H","E2EM","EH","TIDAL","TIDAL","HGM_NOT_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Not Detected","At or Below Benchmark","Good","Good","Low","Low","Moderate","Low","Moderate","Low","Low","Low","Low","Good","Y",NA,NA,NA
198470,"NWCA16-1086","NWC_AR-10061",2016,"156378.258335676","35.0732295883489","-90.9298659276051","35.07296","-90.92992","458279.564993863","-259564.052625488","PLNLOW","CPL","Not Coast","Region_06","Non-Federal","INLAND","Lower Mississippi Region","MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","AR","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Detected","At or Below Benchmark","Poor","Poor","Low","Low","Moderate","Low","Low","Moderate","Low","Low","Low","Good","Y",NA,NA,NA
198540,"NWCA16-4887","NWC_WA-10111",2016,"2940.80397155857","47.3933009348947","-123.286341920603","47.392962","-123.286199","-2044034.42893656","1399877.3876713","WMTNS","WMT","Pacific Coast Region","Region_10","Federal","INLAND","Pacific Northwest Region","NOT_MISSISSIPPI_BASIN","NEP","W","WMT","USFS","W","WMT","PRLW","WVM","WA","W-PRLW","WMT-PRLW","WVM","WST","WVM","WVM-W","PFO","PRLW","SLOPE","SLOPE","HGM_NOT_ALTERED","W-INLAND","WMT-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","Low","Low","Moderate","Moderate","Moderate","Low","Moderate","Low","Moderate","Fair","Y",NA,NA,NA
198550,"NWCA16-3141","NWC_MS-10049",2016,"38018.5155401379","30.3945370005016","-88.5891183940346","30.39483","-88.58867","710145.241739104","-765906.742342449","PLNLOW","CPL","Gulf Coast Region","Region_04","Non-Federal","TIDAL","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","MS","ALL-EH","ALL-EH","GFC","TDL","TDL","GFC-H","E2EM","EH","TIDAL","TIDAL","HGM_NOT_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Not Detected","At or Below Benchmark","Good","Good","Low","Low","Low","Low","Low","Low","Low","Low","Low","Good","Y",NA,NA,NA
198560,"NWCA16-3156","NWC_MS-10069",2016,"245581.823597165","34.2681245390738","-89.2224969580051","34.26787","-89.22245","618793.142507203","-339764.999557485","PLNLOW","CPL","Not Coast","Region_04","Non-Federal","INLAND","Lower Mississippi Region","MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","MS","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","FLATS","FLATS","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Moderate","Low","Low","Low","Low","Low","Low","Low","Fair",NA,"Y","Y","Y"
198620,"NWCA16-3148","NWC_MS-10061",2016,"245581.823597165","31.3842045022108","-88.5926724373447","31.38406","-88.59344","701237.567714104","-656234.378825848","PLNLOW","CPL","Not Coast","Region_04","Non-Federal","INLAND","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","MS","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Detected","At or Below Benchmark","Poor","Good","Low","Low","High","Moderate","Moderate","Moderate","Low","Moderate","Moderate","Good","Y",NA,NA,NA
198630,"NWCA16-1253","NWC_CA-10154",2016,"93744.3031059073","37.2443037878297","-120.82112758808","37.24403","-120.82191","-2156381.18179194","254563.040171118","WMTNS","XER","Not Coast","Region_09","Federal","INLAND","California Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","XER","FWS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","CA","W-PRLH","XER-PRLH","ARW","WST","ARW","ARW-H","PEM","PRLH","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","W-INLAND","XER-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Very High","Moderate","Moderate","Low","Low","Low","Moderate","Low","Poor",NA,"Y","Y","Y"
198640,"NWCA16-3163","NWC_MS-10076",2016,"311012.543664525","30.5677290445078","-88.6113227891584","30.5677","-88.61144","706527.467074086","-746890.936255121","PLNLOW","CPL","Gulf Coast Region","Region_04","Federal","INLAND","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","DOD","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","MS","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Detected","At or Below Benchmark","Fair","Fair","Low","Moderate","Moderate","Moderate","Low","Low","Low","Low","Low","Poor","Y",NA,NA,NA
198650,"NWCA16-1012","NWC_AL-10052",2016,"7530.49648382135","30.7798012645541","-87.9632918756942","30.78049","-87.96365","766361.576576965","-718378.241696757","PLNLOW","CPL","Gulf Coast Region","Region_04","Federal","INLAND","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","NEP","CPL","CPL","Other Fed","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","AL","CPL-PRLH","CPL-PRLH","ICP","ICP","ICP","ICP-H","PEM","PRLH","RIVERINE","RIVERINE","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","Low","High","Low","Low","Low","Low","Low","Low","Low","Fair","Y",NA,NA,NA
198740,"NWCA16-6054","NWC_KY-10088",2016,"36911.8707933901","37.7609709092332","-83.9985434423494","37.76006","-83.99843","1044504.16189387","95289.4880043641","EHIGH","SAP","Not Coast","Region_04","Non-Federal","INLAND","Ohio-Tennessee Region","MISSISSIPPI_BASIN","Not_NEP","EMU","EMU","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","KY","EMU-PRLW","EMU-PRLW","SAP","EMU","EMU","SAP-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","High","High","Moderate","Moderate","Low","Low","Low","Moderate","Moderate","Poor","Y",NA,NA,NA
198800,"NWCA16-4854","NWC_WA-10031",2016,"2336.61151482119","46.4245902198441","-123.883460689964","46.424599","-123.883459","-2118499.88093526","1310213.07508496","WMTNS","WMT","Pacific Coast Region","Region_10","Non-Federal","TIDAL","Pacific Northwest Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","WMT","NGO","W","WMT","EH","PAC","WA","ALL-EH","ALL-EH","PAC","TDL","TDL","PAC-H","E2EM","EH","TIDAL","TIDAL","HGM_NOT_ALTERED","W-TIDAL","WMT-TIDAL","1","Not Detected","At or Below Benchmark","Good","Good","Low","Moderate","High","Moderate","High","Low","Low","High","Moderate","Poor","Y",NA,NA,NA
198810,"NWCA16-1003","NWC_AL-10027",2016,"29853.8152961183","30.7723698283782","-87.9770353781424","30.77237","-87.97702","765123.801327773","-719312.091033948","PLNLOW","CPL","Gulf Coast Region","Region_04","Non-Federal","TIDAL","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","AL","ALL-EW","ALL-EW","GFC","TDL","TDL","GFC-W","E2SS","EW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Low","Moderate","Low","Low","Low","Low","Moderate","Low","Fair",NA,"Y","Y","Y"
198840,"NWCA16-1718","NWC_FL-10233",2016,"173681.311015052","30.5070784157534","-82.305706409442","30.507078","-82.305706","1307245.50404243","-686758.418189489","PLNLOW","CPL","South East Coast Region","Region_04","Non-Federal","INLAND","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","FL","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","SLOPE","SLOPE","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Detected","At or Below Benchmark","Poor","Good","Low","Low","Low","Low","Low","Low","Low","Low","Low","Good","Y",NA,NA,NA
198880,"NWCA16-1756","NWC_FL-10271",2016,"173681.311015052","29.3159921263662","-83.1211074359656","29.31555","-83.12114","1247754.35798049","-828579.988344115","PLNLOW","CPL","Gulf Coast Region","Region_04","Federal","INLAND","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","FWS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","FL","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Detected","At or Below Benchmark","Fair","Good","Low","Low","Moderate","Low","Moderate","Low","Low","Low","Low","Good","Y",NA,NA,NA
198890,"NWCA16-1762","NWC_FL-10277",2016,"31046.4755886664","29.9521227578814","-81.3164969697585","29.95245","-81.31657","1410429.88111785","-733544.775843409","PLNLOW","CPL","South East Coast Region","Region_04","Non-Federal","TIDAL","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","FL","ALL-EH","ALL-EH","GFC","TDL","TDL","GFC-H","E2EM","EH","TIDAL","TIDAL","HGM_NOT_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Low","Low","Low","Low","Low","Low","Low","Low","Good",NA,"Y","Y","Y"
198900,"NWCA16-1237","NWC_CA-10138",2016,"93744.3031059073","37.2735735604651","-120.721342267608","37.27404","-120.72044","-2147065.34108253","255472.920666319","WMTNS","XER","Not Coast","Region_09","Federal","INLAND","California Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","XER","FWS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","CA","W-PRLH","XER-PRLH","ARW","WST","ARW","ARW-H","PEM","PRLH","DEPRESSION","DEPRESSION_ALT","HGM_ALTERED","W-INLAND","XER-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","High","High","Moderate","Low","Low","Low","Moderate","High","Poor",NA,"Y","Y","Y"
198930,"NWCA16-3151","NWC_MS-10064",2016,"136.480825761364","30.4171699889953","-88.5827855839558","30.41718","-88.58277","710554.845059643","-763353.197275299","PLNLOW","CPL","Gulf Coast Region","Region_04","Non-Federal","TIDAL","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","MS","ALL-EH","ALL-EH","GFC","TDL","TDL","GFC-H","E2EM","EH","TIDAL","TIDAL","HGM_NOT_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Not Detected","At or Below Benchmark","Good","Good","Low","Low","Moderate","Low","Moderate","Low","Low","Low","Low","Good","Y",NA,NA,NA
198940,"NWCA16-2006","NWC_GA-10071",2016,"220256.600180136","31.8264721757717","-81.6675230650226","31.82647","-81.66752","1345661.93535202","-532669.756959845","PLNLOW","CPL","Not Coast","Region_04","Non-Federal","INLAND","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","GA","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PSS","PRLW","FLATS","FLATS","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","Low","Low","High","Moderate","Low","Low","Moderate","High","High","Good","Y",NA,NA,NA
198950,"NWCA16-2519","NWC_LA-10004",2016,"2397908.05755424","29.8546720843724","-92.4911701330818","29.85467","-92.4912","338709.098776581","-847282.507430515","PLNLOW","CPL","Gulf Coast Region","Region_06","Non-Federal","INLAND","Lower Mississippi Region","MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","LA","CPL-PRLH","CPL-PRLH","ICP","ICP","ICP","ICP-H","PEM","PRLH","FLATS","FLATS","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Detected","At or Below Benchmark","Poor","Good","Low","Low","Low","Low","Low","Low","Low","Low","Low","Good","Y",NA,NA,NA
198980,"NWCA16-2542","NWC_LA-10137",2016,"155760.911801534","30.2877775152057","-91.7810276634463","30.287778","-91.781028","405084.908646844","-796472.937014737","PLNLOW","CPL","Gulf Coast Region","Region_06","Non-Federal","INLAND","Lower Mississippi Region","MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","LA","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Detected","At or Below Benchmark","Fair","Poor","Low","Moderate","Low","Low","Low","Low","Low","Low","Low","Fair","Y",NA,NA,NA
199000,"NWCA16-1221","NWC_CA-10072",2016,"84941.2745893509","37.2970214965141","-120.793700741517","37.29712","-120.7941","-2152528.91983396","259648.740862659","WMTNS","XER","Not Coast","Region_09","Non-Federal","INLAND","California Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","XER","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","CA","W-PRLH","XER-PRLH","ARW","WST","ARW","ARW-H","PEM","PRLH","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","W-INLAND","XER-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Very High","High","Low","Low","High","Moderate","Low","Low","Poor",NA,"Y","Y","Y"
199010,"NWCA16-3328","NWC_NC-10001",2016,"644201.921435641","35.6536523474407","-77.6207198451004","35.653644","-77.620698","1639228.52820853","-47820.4738223469","PLNLOW","CPL","Not Coast","Region_04","Non-Federal","INLAND","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NC","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Detected","At or Below Benchmark","Poor","Fair","Low","Low","High","Moderate","Low","Moderate","Low","Low","High","Fair","Y",NA,NA,NA
199020,"NWCA16-3535","NWC_NJ-10058",2016,"7898.252931331","39.7288520495052","-75.4539360262933","39.728892","-75.454292","1731666.60644651","437732.93580059","PLNLOW","CPL","North East Coast Region","Region_02","Non-Federal","INLAND","Mid Atlantic Region","NOT_MISSISSIPPI_BASIN","NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NJ","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","FLATS","FLATS_ALT","HGM_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Moderate","High","Low","Low","High","Low","High","Low","Poor",NA,"Y","Y","Y"
199090,"NWCA16-4864","NWC_WA-10088",2016,"11030.8415946019","46.4200217708142","-123.890795893694","46.420461","-123.89095","-2119187.60684749","1309891.8183738","WMTNS","WMT","Pacific Coast Region","Region_10","Non-Federal","TIDAL","Pacific Northwest Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","WMT","NGO","W","WMT","EH","PAC","WA","ALL-EH","ALL-EH","PAC","TDL","TDL","PAC-H","E2EM","EH","TIDAL","TIDAL","HGM_NOT_ALTERED","W-TIDAL","WMT-TIDAL","1","Not Detected","At or Below Benchmark","Good","Good","Low","Moderate","High","Moderate","High","Low","Low","High","Low","Poor","Y",NA,NA,NA
199100,"NWCA16-1088","NWC_AR-10063",2016,"28081.2117969308","34.219505855258","-93.5237678393244","34.21978","-93.52344","226390.359683394","-364325.198782423","EHIGH","SAP","Not Coast","Region_06","Non-Federal","INLAND","Lower Mississippi Region","MISSISSIPPI_BASIN","Not_NEP","EMU","EMU","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","AR","EMU-PRLW","EMU-PRLW","SAP","EMU","EMU","SAP-W","PFO","PRLW","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Detected","At or Below Benchmark","Good","Fair","Low","Low","High","Low","Moderate","Low","Moderate","Moderate","Low","Good","Y",NA,NA,NA
199140,"NWCA16-1776","NWC_FL-10291",2016,"173681.311015052","29.9829137168258","-83.7429251660225","29.98272","-83.74285","1178341.96342235","-763212.704204422","PLNLOW","CPL","Gulf Coast Region","Region_04","Non-Federal","INLAND","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","FL","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","FLATS","FLATS","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Low","Moderate","Low","Low","Low","Moderate","Moderate","Low","Good",NA,"Y","Y","Y"
199180,"NWCA16-1790","NWC_FL-10305",2016,"173681.311015052","29.6538309504827","-81.7633501934086","29.65383","-81.76335","1372772.05194721","-772793.112207108","PLNLOW","CPL","South East Coast Region","Region_04","Non-Federal","INLAND","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","Regional","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","FL","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Low","Low","Low","Low","Low","Low","Low","Low","Good",NA,"Y","Y","Y"
199190,"NWCA16-3336","NWC_NC-10017",2016,"936905.904179567","35.6328997054354","-77.69971764127","35.6329","-77.699718","1632714.92675276","-51460.5651854612","PLNLOW","CPL","Not Coast","Region_04","Non-Federal","INLAND","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NC","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","FLATS","FLATS","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Detected","At or Below Benchmark","Fair","Good","Low","Moderate","Moderate","Moderate","Low","Moderate","Low","Low","Low","Fair","Y",NA,NA,NA
